chronname,city,state,level,control,basic,hbcu,flagship,student_count,awards_per_value,awards_per_state_value,awards_per_natl_value,exp_award_value,exp_award_state_value,exp_award_natl_value,ft_pct,fte_value,med_sat_value,aid_value,endow_value,grad_100_value,grad_150_value,pell_value,retain_value,ft_fac_value,state_sector_ct,carnegie_ct,counted_pct,cohort_size,num_similar
Kaplan College at Palm Springs,Palm Springs,California,2-year,Private for-profit,Associates--Private For-profit,no,no,362,29.3,39.3,32.8,14248,23430,24795,100.0,599,1059.8893044128647,3396.0,32544.04606112785,0.0,77.5,31.5,82.1,19.0,63,517,57.67591933570581,302.0,20.0
Minnesota School of Business-Rochester,Rochester,Minnesota,4-year,Private for-profit,Baccalaureate/Associates Colleges,no,no,264,42.1,19.6,24.6,0,43085,38763,79.2,335,1059.8893044128647,6053.0,32544.04606112785,12.5,12.5,58.2,37.5,23.3,28,124,30.4,8.0,0.0
Georgia Gwinnett College,Lawrenceville,Georgia,4-year,Public,Baccalaureate Colleges--Diverse Fields,no,no,9719,5.4,18.4,21.5,139236,57843,66436,70.3,7993,1059.8893044128647,4003.0,32544.04606112785,5.4,26.8,53.1,63.2,64.5,23,343,57.67591933570581,295.0,0.0
American Career College at Ontario,Ontario,California,2-year,Private for-profit,Associates--Private For-profit,no,no,1634,18.2,39.3,32.8,28312,23430,24795,100.0,1312,1059.8893044128647,4252.0,32544.04606112785,11.3,63.6,65.2,72.0,26.7,63,517,57.67591933570581,1622.0,20.0
Aviator College of Aeronautical Science and Technology,Fort Pierce,Florida,2-year,Private for-profit,Not applicable- not in Carnegie universe,no,no,126,8.2,34.7,32.8,299448,25317,24795,100.0,103,1059.8893044128647,1677.0,32544.04606112785,64.9,64.9,9.2,85.7,100.0,39,81,57.67591933570581,37.0,0.0
ATA College,Louisville,Kentucky,2-year,Private for-profit,Associates--Private For-profit,no,no,427,51.3,41.4,32.8,41685,44716,24795,100.0,471,1059.8893044128647,6016.0,32544.04606112785,63.9,66.7,79.1,69.6,12.5,7,517,34.9,72.0,20.0
School of Urban Missions,Oakland,California,4-year,Private not-for-profit,Theological seminaries- Bible colleges- and other faith-related institutions,no,no,348,6.5,22.4,22.5,80252,125902,101725,90.5,400,1059.8893044128647,6951.0,32544.04606112785,75.0,75.0,84.7,53.5,11.8,74,106,16.7,4.0,20.0
"Shorter University, College of Professional Studies",Marietta,Georgia,4-year,Private not-for-profit,Masters Colleges and Universities--medium programs,no,no,922,52.7,21.7,22.5,10156,108974,101725,100.0,722,1059.8893044128647,4100.0,32544.04606112785,9.8,29.4,64.6,100.0,35.8,30,169,27.1,51.0,20.0
The Art Institute of Indianapolis,Indianapolis,Indiana,4-year,Private for-profit,Schools of art- music- and design,no,no,862,22.2,26.7,24.6,71964,48576,38763,60.7,880,1059.8893044128647,3594.0,32544.04606112785,18.1,24.1,60.8,45.5,15.3,13,114,45.8,83.0,0.0
Eastern International College at Belleville,Belleville,New Jersey,2-year,Private for-profit,Associates--Private For-profit,no,no,216,28.1,44.6,32.8,93421,23301,24795,68.5,75,1059.8893044128647,6745.0,32544.04606112785,89.2,89.2,89.2,82.3,56.0,3,517,57.67591933570581,65.0,20.0
San Joaquin Valley College at Rancho Cordova,Rancho Cordova,California,2-year,Private for-profit,Associates--Private For-profit,no,no,144,56.0,39.3,32.8,0,23430,24795,100.0,207,1059.8893044128647,4962.0,32544.04606112785,50.0,50.0,59.5,66.23185289957567,50.0,63,517,57.67591933570581,4.0,20.0
MedTech College at Indianapolis,Indianapolis,Indiana,2-year,Private for-profit,Associates--Private For-profit,no,no,603,34.6,40.4,32.8,62441,30280,24795,100.0,1481,1059.8893044128647,4785.0,32544.04606112785,7.2,59.9,45.8,69.2,46.6,5,517,75.7,237.0,20.0
ITT Technical Institute-Charlotte South,Charlotte,North Carolina,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,369,32.9,19.5,24.6,34362,58286,38763,76.4,421,1059.8893044128647,4137.0,32544.04606112785,17.2,20.7,79.7,66.23185289957567,7.3,12,83,69.5,29.0,0.0
ITT Technical Institute-Clovis,Clovis,California,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,439,34.0,23.2,24.6,32035,53245,38763,80.0,506,1059.8893044128647,4737.0,32544.04606112785,13.6,27.3,75.5,66.23185289957567,9.1,64,83,80.7,22.0,0.0
ITT Technical Institute at Dunmore,Dunmore,Pennsylvania,2-year,Private for-profit,Associates--Private For-profit,no,no,186,33.8,36.4,32.8,48967,26415,24795,79.0,174,1059.8893044128647,4677.0,32544.04606112785,26.3,34.2,73.5,79.2,8.7,56,517,74.0,38.0,20.0
ITT Technical Institute-Swartz Creek,Swartz Creek,Michigan,4-year,Private for-profit,Associates--Private For-profit,no,no,402,40.8,28.3,24.6,32293,52332,38763,67.2,465,1059.8893044128647,3754.0,32544.04606112785,28.36446495529276,42.40758580905681,77.4,66.23185289957567,9.4,9,517,73.3,658.3060282665128,0.0
ITT Technical Institute-Lexington,Lexington,Kentucky,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,242,40.0,28.0,24.6,46058,42765,38763,74.8,250,1059.8893044128647,3722.0,32544.04606112785,10.0,10.0,80.4,66.23185289957567,8.3,15,83,75.2,10.0,0.0
ITT Technical Institute-Maumee,Maumee,Ohio,4-year,Private for-profit,Associates--Private For-profit,no,no,219,39.9,27.6,24.6,27089,43576,38763,78.5,279,1059.8893044128647,4010.0,32544.04606112785,28.36446495529276,42.40758580905681,82.4,66.23185289957567,2.1,24,517,73.9,658.3060282665128,0.0
ITT Technical Institute-Oklahoma City,Oklahoma City,Oklahoma,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,408,26.1,25.4,24.6,70958,39682,38763,62.0,390,1059.8893044128647,4274.0,32544.04606112785,9.1,9.1,75.9,66.23185289957567,14.9,8,83,84.1,11.0,0.0
ITT Technical Institute-Tulsa,Tulsa,Oklahoma,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,519,30.9,25.4,24.6,41252,39682,38763,69.7,536,1059.8893044128647,4663.0,32544.04606112785,8.3,8.3,73.0,66.23185289957567,17.9,8,83,66.7,12.0,0.0
The Art Institute of California-Argosy University Inland Empire,San Bernardino,California,4-year,Private for-profit,Schools of art- music- and design,no,no,2307,17.0,23.2,24.6,80543,53245,38763,61.6,2238,1059.8893044128647,4505.0,32544.04606112785,18.5,30.3,74.0,73.0,35.5,64,114,49.4,119.0,0.0
National American University-Zona Rosa,Kansas City,Missouri,4-year,Private for-profit,Other health professions schools,no,no,477,17.4,32.0,24.6,71502,27738,38763,12.8,380,1059.8893044128647,3072.0,32544.04606112785,0.0,0.0,76.4,33.3,25.0,20,43,2.5,6.0,0.0
West Hills College Lemoore,Lemoore,California,2-year,Public,Associates--Public Rural-serving Medium,no,no,4102,11.8,12.8,16.5,72219,44144,37780,33.2,3102,1059.8893044128647,3485.0,32544.04606112785,7.9,19.4,44.0,71.7,28.5,113,289,21.3,304.0,20.0
Stautzenberger College: Strongsville,Brecksville,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,317,29.1,34.1,32.8,35106,35515,24795,54.6,260,1059.8893044128647,2139.0,32544.04606112785,0.0,55.6,65.3,70.6,18.9,42,517,6.0,9.0,20.0
Westwood College-Annandale,Annandale,Virginia,4-year,Private for-profit,Baccalaureate/Associates Colleges,no,no,348,17.5,28.6,24.6,50334,34964,38763,73.0,562,1059.8893044128647,3047.0,32544.04606112785,39.4,39.4,60.3,52.4,12.1,20,124,57.67591933570581,33.0,0.0
Miller-Motte Technical College -Nashville,Madison,Tennessee,2-year,Private for-profit,Associates--Private For-profit,no,no,425,39.9,37.8,32.8,33416,20075,24795,67.8,441,1059.8893044128647,4902.0,32544.04606112785,58.8,58.8,85.8,58.3,29.2,15,517,69.7,51.0,20.0
Rasmussen College-Illinois,Rockford,Illinois,4-year,Private for-profit,Associates--Private For-profit,no,no,1851,20.5,28.6,24.6,38621,40421,38763,54.6,1556,1059.8893044128647,3584.0,32544.04606112785,28.36446495529276,42.40758580905681,67.7,60.0,23.5,19,517,47.3,658.3060282665128,0.0
Argosy University-Denver,Denver,Colorado,4-year,Private for-profit,Baccalaureate Colleges--Arts & Sciences,no,no,154,15.7,24.7,24.6,41328,44867,38763,35.7,111,1059.8893044128647,4215.0,32544.04606112785,28.36446495529276,42.40758580905681,54.7,0.0,4.1,16,252,0.0,658.3060282665128,0.0
CollegeAmerica Fort Collins,Fort Collins,Colorado,4-year,Private not-for-profit,Other health professions schools,no,no,159,26.3,25.3,22.5,54567,62622,101725,100.0,317,1059.8893044128647,15035.0,32544.04606112785,0.0,18.3,73.5,52.9,5.6,10,43,100.0,60.0,20.0
University of South Florida at St. Petersburg,St. Petersburg,Florida,4-year,Public,Masters Colleges and Universities--medium programs,no,no,4025,20.2,23.9,21.5,46186,34779,66436,66.0,4072,1070.0,5005.0,3609.0,22.0,42.7,39.3,59.9,48.3,36,169,57.67591933570581,227.0,20.0
Triangle Tech at Bethlehem,Bethlehem,Pennsylvania,2-year,Private for-profit,Associates--Private For-profit,no,no,133,34.2,36.4,32.8,42989,26415,24795,100.0,208,1059.8893044128647,4992.0,32544.04606112785,67.2,71.6,63.8,78.7,100.0,56,517,85.0,67.0,20.0
The Art Institute of Tennessee-Nashville,Nashville,Tennessee,4-year,Private for-profit,Schools of art- music- and design,no,no,991,17.8,22.4,24.6,85617,61375,38763,93.4,1085,1059.8893044128647,5909.0,32544.04606112785,30.0,30.0,63.0,41.4,27.9,16,114,45.9,40.0,0.0
Strayer University-Florida,Tampa,Florida,4-year,Private for-profit,Not applicable- not in Carnegie universe,no,no,2005,13.4,18.1,24.6,61769,46698,38763,14.5,2049,1059.8893044128647,6446.0,32544.04606112785,0.0,33.3,69.9,42.9,7.2,48,81,57.67591933570581,3.0,0.0
Pima Medical Institute at Renton,Renton,Washington,2-year,Private for-profit,Associates--Private For-profit,no,no,889,25.7,37.3,32.8,12554,15562,24795,100.0,1139,1059.8893044128647,4721.0,32544.04606112785,20.0,69.6,46.0,71.9,32.6,5,517,57.67591933570581,925.0,20.0
College of Business and Technology at Flagler,Miami,Florida,2-year,Private for-profit,Associates--Private For-profit,no,no,323,12.3,34.7,32.8,0,25317,24795,100.0,353,1059.8893044128647,6500.0,32544.04606112785,76.8,76.8,100.0,81.4,35.0,39,517,57.67591933570581,211.0,20.0
College of Business and Technology at Hialeah,Hialeah,Florida,2-year,Private for-profit,Associates--Private For-profit,no,no,178,17.7,34.7,32.8,0,25317,24795,100.0,350,1059.8893044128647,6500.0,32544.04606112785,82.7,82.7,100.0,93.0,100.0,39,517,100.0,255.0,20.0
Miller-Motte College at Cary,Cary,North Carolina,2-year,Private for-profit,Associates--Private For-profit,no,no,320,43.2,35.9,32.8,25500,28422,24795,69.1,367,1059.8893044128647,4530.0,32544.04606112785,3.2,41.9,73.7,56.2,29.7,4,517,41.2,31.0,20.0
Miami-Jacobs Career College at Springboro,Springboro,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,222,36.8,34.1,32.8,59618,35515,24795,67.1,239,1059.8893044128647,4521.0,32544.04606112785,7.4,44.4,86.9,54.3,14.3,42,517,78.8,27.0,20.0
Taylor College,Belleview,Florida,2-year,Private for-profit,Not applicable- not in Carnegie universe,no,no,234,37.0,34.7,32.8,7650,25317,24795,100.0,305,1059.8893044128647,3704.0,32544.04606112785,93.3,93.3,58.6,82.6,25.0,39,81,57.67591933570581,30.0,0.0
Louisiana Culinary Institute,Baton Rouge,Louisiana,2-year,Private for-profit,Associates--Private For-profit,no,no,195,29.7,28.9,32.8,38308,21543,24795,100.0,187,1059.8893044128647,6557.0,32544.04606112785,11.3,58.5,54.4,65.2,100.0,11,517,57.67591933570581,53.0,20.0
Bais Medrash Toras Chesed,Lakewood,New Jersey,4-year,Private not-for-profit,Theological seminaries- Bible colleges- and other faith-related institutions,no,no,114,5.5,22.2,22.5,57592,113408,101725,99.1,120,1059.8893044128647,8231.0,32544.04606112785,0.0,17.9,42.9,89.3,45.5,18,106,80.0,28.0,0.0
Visible School,Memphis,Tennessee,4-year,Private not-for-profit,Schools of art- music- and design,no,no,118,18.3,20.9,22.5,172046,106812,101725,93.2,65,1070.0,4958.0,8.0,0.0,0.0,44.4,70.8,64.3,38,114,92.9,14.0,20.0
University of the West,Rosemead,California,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,no,no,142,16.4,22.4,22.5,148359,125902,101725,89.4,104,1059.8893044128647,5810.0,38077.0,33.3,33.3,17.2,80.0,100.0,74,343,95.0,3.0,0.0
South University-Tampa,Tampa,Florida,4-year,Private for-profit,Baccalaureate Colleges--Diverse Fields,no,no,654,22.1,18.1,24.6,66659,46698,38763,45.3,584,1059.8893044128647,4619.0,32544.04606112785,4.2,4.2,65.2,80.0,15.0,48,343,2.2,24.0,0.0
Miami-Jacobs Career College at Troy,Troy,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,277,39.1,34.1,32.8,37296,35515,24795,72.9,316,1059.8893044128647,4731.0,32544.04606112785,0.0,18.5,71.3,60.9,33.3,42,517,83.3,27.0,20.0
The Art Institute of Salt Lake City,Draper,Utah,4-year,Private for-profit,Schools of art- music- and design,no,no,466,19.4,30.1,24.6,71384,39368,38763,77.3,579,1059.8893044128647,5139.0,32544.04606112785,9.5,14.3,67.4,63.0,15.7,11,114,57.3,21.0,0.0
Fortis College at Columbus,Westerville,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,628,25.8,34.1,32.8,0,35515,24795,100.0,1035,1059.8893044128647,4208.0,32544.04606112785,28.1,61.9,65.8,55.7,86.4,42,517,26.9,713.0,20.0
Fortis College at Cincinnati,Cincinnati,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,501,24.3,34.1,32.8,0,35515,24795,100.0,837,1059.8893044128647,4775.0,32544.04606112785,24.9,64.0,98.6,60.9,48.7,42,517,100.0,397.0,20.0
The Art Institute of Charleston,Charleston,South Carolina,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,643,19.0,21.6,24.6,91314,49186,38763,87.9,684,1059.8893044128647,5352.0,32544.04606112785,21.2,32.7,63.2,53.3,24.6,8,83,92.9,52.0,0.0
The Art Institute of California-Argosy University Sacramento,Sacramento,California,4-year,Private for-profit,Schools of art- music- and design,no,no,1185,12.6,23.2,24.6,103810,53245,38763,52.8,1157,1059.8893044128647,6220.0,32544.04606112785,37.5,50.0,71.4,44.6,16.3,64,114,56.0,16.0,0.0
"Blue Cliff College (Alexandria, La.)",Alexandria,Louisiana,2-year,Private for-profit,Associates--Private For-profit,no,no,231,28.0,28.9,32.8,12062,21543,24795,73.2,591,1059.8893044128647,7324.0,32544.04606112785,69.4,69.4,98.6,85.2,57.1,11,517,100.0,255.0,20.0
Anthem College - Milwaukee,Brookfield,Wisconsin,2-year,Private for-profit,Associates--Private For-profit,no,no,286,31.6,31.6,32.8,33303,33303,24795,100.0,408,1059.8893044128647,3953.0,32544.04606112785,63.1,79.8,70.7,81.3,60.0,1,517,57.67591933570581,84.0,20.0
Virginia College at Biloxi,Biloxi,Mississippi,2-year,Private for-profit,Associates--Private For-profit,no,no,470,48.9,38.0,32.8,29427,21061,24795,68.5,325,1059.8893044128647,4250.0,32544.04606112785,9.6,9.6,86.4,63.3,35.5,6,517,56.7,52.0,20.0
ITT Technical Institute-St Petersburg,St. Petersburg,Florida,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,230,33.8,18.1,24.6,62845,46698,38763,70.9,210,1059.8893044128647,4156.0,32544.04606112785,28.36446495529276,42.40758580905681,75.6,66.23185289957567,24.1,48,83,75.5,658.3060282665128,0.0
ITT Technical Institute-Baton Rouge,Baton Rouge,Louisiana,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,656,28.3,26.7,24.6,34018,38047,38763,84.0,596,1059.8893044128647,4203.0,32544.04606112785,0.0,0.0,70.3,66.23185289957567,8.1,4,83,90.7,11.0,0.0
ITT Technical Institute-Columbia,Columbia,South Carolina,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,357,30.6,21.6,24.6,33780,49186,38763,77.9,377,1059.8893044128647,3672.0,32544.04606112785,0.0,0.0,67.5,66.23185289957567,6.9,8,83,84.4,10.0,0.0
ITT Technical Institute-Wichita,Wichita,Kansas,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,303,24.2,28.4,24.6,67168,50854,38763,68.0,355,1059.8893044128647,3520.0,32544.04606112785,28.36446495529276,42.40758580905681,80.3,66.23185289957567,23.5,5,83,100.0,658.3060282665128,0.0
ITT Technical Institute-Atlanta,Atlanta,Georgia,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,483,28.7,18.0,24.6,47213,59081,38763,71.4,491,1059.8893044128647,4137.0,32544.04606112785,0.0,0.0,73.8,100.0,4.7,15,83,72.7,11.0,0.0
ITT Technical Institute-Mobile,Mobile,Alabama,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,690,22.4,29.1,24.6,36774,17406,38763,74.2,618,1059.8893044128647,4592.0,32544.04606112785,28.36446495529276,42.40758580905681,75.5,66.23185289957567,18.5,9,83,93.3,658.3060282665128,0.0
ITT Technical Institute-Chattanooga,Chattanooga,Tennessee,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,206,28.4,22.4,24.6,52483,61375,38763,76.7,196,1059.8893044128647,4333.0,32544.04606112785,28.36446495529276,42.40758580905681,76.1,66.23185289957567,6.7,16,83,57.67591933570581,658.3060282665128,0.0
ITT Technical Institute-South Bend,South Bend,Indiana,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,330,29.4,26.7,24.6,42890,48576,38763,69.7,381,1059.8893044128647,4073.0,32544.04606112785,28.36446495529276,42.40758580905681,76.5,66.23185289957567,25.7,13,83,57.67591933570581,658.3060282665128,0.0
Virginia College-School of Business and Health-Chattanooga,Chattanooga,Tennessee,2-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,410,47.0,37.8,32.8,41311,20075,24795,63.9,298,1059.8893044128647,3855.0,32544.04606112785,28.36446495529276,42.40758580905681,91.4,40.4,46.0,15,83,85.5,658.3060282665128,0.0
Strayer University-Delaware,Newark,Delaware,4-year,Private for-profit,Not applicable- not in Carnegie universe,no,no,255,16.0,16.0,24.6,51645,51645,38763,5.5,213,1059.8893044128647,4331.0,32544.04606112785,28.36446495529276,42.40758580905681,61.1,66.23185289957567,11.1,1,81,57.67591933570581,658.3060282665128,0.0
Strayer University-Alabama,Birmingham,Alabama,4-year,Private for-profit,Not applicable- not in Carnegie universe,no,no,390,9.8,29.1,24.6,49950,17406,38763,8.2,381,1059.8893044128647,5333.0,32544.04606112785,28.36446495529276,42.40758580905681,73.6,100.0,10.8,9,81,57.67591933570581,658.3060282665128,0.0
Clary Sage College,Tulsa,Oklahoma,2-year,Private for-profit,Associates--Private For-profit,no,no,312,36.3,41.5,32.8,12305,16061,24795,100.0,350,1059.8893044128647,3832.0,32544.04606112785,64.7,68.0,70.5,74.8,82.2,9,517,57.67591933570581,272.0,20.0
Broadview University-Layton,Layton,Utah,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,163,31.8,30.1,24.6,0,39368,38763,63.8,182,1059.8893044128647,4831.0,32544.04606112785,28.36446495529276,42.40758580905681,65.9,66.23185289957567,25.0,11,83,13.4,658.3060282665128,0.0
International Academy of Design and Technology-Sacramento,Sacramento,California,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,194,22.8,23.2,24.6,38902,53245,38763,70.1,336,1059.8893044128647,5340.0,32544.04606112785,15.2,18.2,76.5,62.5,24.2,64,83,49.3,33.0,0.0
International Academy of Design and Technology-San Antonio,San Antonio,Texas,4-year,Private for-profit,Associates--Private For-profit,no,no,356,18.6,23.9,24.6,54294,47221,38763,78.4,536,1059.8893044128647,5132.0,32544.04606112785,28.36446495529276,42.40758580905681,80.7,25.0,14.3,22,517,53.2,658.3060282665128,0.0
Argosy University-Inland Empire,Ontario,California,4-year,Private for-profit,Baccalaureate Colleges--Arts & Sciences,no,no,388,8.2,23.2,24.6,73341,53245,38763,22.9,293,1059.8893044128647,4706.0,32544.04606112785,28.36446495529276,42.40758580905681,72.7,83.3,0.0,64,252,0.0,658.3060282665128,0.0
Argosy University-Nashville,Nashville,Tennessee,4-year,Private for-profit,Other health professions schools,no,no,207,8.2,22.4,24.6,66207,61375,38763,30.4,154,1059.8893044128647,4586.0,32544.04606112785,28.36446495529276,42.40758580905681,84.8,28.6,8.7,16,43,57.67591933570581,658.3060282665128,0.0
Rasmussen College-Wisconsin,Green Bay,Wisconsin,4-year,Private for-profit,Associates--Private For-profit,no,no,1506,21.7,25.1,24.6,33635,34675,38763,55.4,1305,1059.8893044128647,3702.0,32544.04606112785,28.36446495529276,42.40758580905681,68.6,50.0,33.8,15,517,33.3,658.3060282665128,0.0
Carrington College California at Stockton,Stockton,California,2-year,Private for-profit,Associates--Private For-profit,no,no,465,54.5,39.3,32.8,0,23430,24795,92.5,437,1059.8893044128647,4011.0,32544.04606112785,8.2,65.2,76.9,78.3,40.0,63,517,57.67591933570581,184.0,20.0
Carrington College California at Citrus Heights,Citrus Heights,California,2-year,Private for-profit,Associates--Private For-profit,no,no,451,55.2,39.3,32.8,0,23430,24795,93.1,486,1059.8893044128647,3674.0,32544.04606112785,16.9,64.0,77.0,59.1,52.9,63,517,57.67591933570581,189.0,20.0
Columbia Southern University,Orange Beach,Alabama,4-year,Private for-profit,Masters Colleges and Universities--larger programs,no,no,14853,39.1,29.1,24.6,8237,17406,38763,47.4,10911,1059.8893044128647,2217.0,32544.04606112785,20.7,23.9,22.5,56.5,16.3,9,386,57.67591933570581,92.0,20.0
Digital Media Arts College,Boca Raton,Florida,4-year,Private for-profit,Baccalaureate Colleges--Diverse Fields,no,no,270,16.7,18.1,24.6,75359,46698,38763,75.2,297,1059.8893044128647,5810.0,32544.04606112785,37.4,40.0,67.9,91.3,100.0,48,343,57.67591933570581,115.0,20.0
Talmudical Seminary of Bobov,Brooklyn,New York,4-year,Private not-for-profit,Theological seminaries- Bible colleges- and other faith-related institutions,no,no,307,8.5,22.8,22.5,87512,108407,101725,100.0,247,1059.8893044128647,8933.0,32544.04606112785,0.0,37.0,96.0,65.6,100.0,116,106,57.67591933570581,27.0,0.0
Southwest Career College,El Paso,Texas,4-year,Private for-profit,Associates--Private For-profit,no,no,1296,27.3,23.9,24.6,4292,47221,38763,100.0,1974,1059.8893044128647,11869.0,32544.04606112785,28.36446495529276,42.40758580905681,83.5,85.7,100.0,22,517,57.67591933570581,658.3060282665128,20.0
Art Institute of Pittsburgh Online,Pittsburgh,Pennsylvania,4-year,Private for-profit,Schools of art- music- and design,no,no,10906,10.3,16.3,24.6,109272,81979,38763,5.1,11040,1059.8893044128647,2351.0,32544.04606112785,7.0,11.3,69.5,32.0,16.2,9,114,57.67591933570581,115.0,20.0
University of South Florida-Sarasota-Manatee,Sarasota,Florida,4-year,Public,Masters Colleges and Universities--medium programs,no,no,1728,34.5,23.9,21.5,34419,34779,66436,48.4,1481,1079.0,4589.0,4422.0,28.36446495529276,42.40758580905681,40.7,66.23185289957567,48.6,36,169,57.67591933570581,658.3060282665128,0.0
Brown Mackie College-Indianapolis,Indianapolis,Indiana,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,899,29.3,26.7,24.6,42533,48576,38763,100.0,1084,1059.8893044128647,4492.0,32544.04606112785,28.36446495529276,42.40758580905681,81.1,14.3,16.4,13,83,57.67591933570581,658.3060282665128,0.0
Bryant & Stratton College at Wauwatosa,Wauwatosa,Wisconsin,4-year,Private for-profit,Baccalaureate/Associates Colleges,no,no,760,27.3,25.1,24.6,42635,34675,38763,59.1,890,1059.8893044128647,3931.0,32544.04606112785,28.36446495529276,42.40758580905681,68.9,66.23185289957567,41.0,15,124,57.67591933570581,658.3060282665128,20.0
Minnesota School of Business-Blaine,Blaine,Minnesota,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,395,36.4,19.6,24.6,0,43085,38763,65.3,433,1059.8893044128647,4819.0,32544.04606112785,12.5,25.0,59.3,75.0,26.8,28,83,57.67591933570581,8.0,0.0
The Art Institute of Michigan,Novi,Michigan,4-year,Private for-profit,Schools of art- music- and design,no,no,1003,16.7,28.3,24.6,103589,52332,38763,69.5,921,1059.8893044128647,4246.0,32544.04606112785,28.36446495529276,42.40758580905681,65.8,50.4,13.1,9,114,57.67591933570581,658.3060282665128,0.0
The Art Institute of Austin,Austin,Texas,4-year,Private for-profit,Schools of art- music- and design,no,no,1413,10.4,23.9,24.6,79262,47221,38763,75.8,1587,1059.8893044128647,4499.0,32544.04606112785,28.36446495529276,42.40758580905681,56.8,48.4,29.0,22,114,57.67591933570581,658.3060282665128,0.0
The Art Institute of California-Argosy University-Silicon Valley,Sunnyvale,California,4-year,Private for-profit,Schools of art- music- and design,no,no,570,17.3,23.2,24.6,96069,53245,38763,59.3,605,1059.8893044128647,5183.0,32544.04606112785,28.36446495529276,42.40758580905681,64.7,68.2,13.4,64,114,57.67591933570581,658.3060282665128,0.0
National American University-Austin,Austin,Texas,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,254,7.9,23.9,24.6,80972,47221,38763,9.4,225,1059.8893044128647,2760.0,32544.04606112785,28.36446495529276,42.40758580905681,72.1,33.3,21.1,22,83,57.67591933570581,658.3060282665128,0.0
ITT Technical Institute-Cary,Cary,North Carolina,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,282,21.0,19.5,24.6,58471,58286,38763,82.3,293,1059.8893044128647,3766.0,32544.04606112785,28.36446495529276,42.40758580905681,74.1,66.23185289957567,4.9,12,83,57.67591933570581,658.3060282665128,0.0
ITT Technical Institute-Madison,Madison,Alabama,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,372,25.9,29.1,24.6,42992,17406,38763,71.8,398,1059.8893044128647,4250.0,32544.04606112785,28.36446495529276,42.40758580905681,74.2,66.23185289957567,17.5,9,83,57.67591933570581,658.3060282665128,0.0
ITT Technical Institute-Clive,Clive,Iowa,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,208,31.4,17.3,24.6,63045,35488,38763,74.0,199,1059.8893044128647,3596.0,32544.04606112785,28.36446495529276,42.40758580905681,72.9,66.23185289957567,6.7,9,83,57.67591933570581,658.3060282665128,0.0
ITT Technical Institute-Columbus,Columbus,Ohio,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,345,26.6,27.6,24.6,46518,43576,38763,82.0,359,1059.8893044128647,3908.0,32544.04606112785,28.36446495529276,42.40758580905681,69.0,66.23185289957567,8.6,24,83,57.67591933570581,658.3060282665128,0.0
ITT Technical Institute-Phoenix,Phoenix,Arizona,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,247,32.0,32.8,24.6,48608,25661,38763,69.2,301,1059.8893044128647,4167.0,32544.04606112785,28.36446495529276,42.40758580905681,71.0,66.23185289957567,23.1,23,83,57.67591933570581,658.3060282665128,0.0
ITT Technical Institute-Madison,Madison,Wisconsin,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,178,36.3,25.1,24.6,39200,34675,38763,73.0,194,1059.8893044128647,3817.0,32544.04606112785,28.36446495529276,42.40758580905681,72.9,66.23185289957567,2.2,15,83,57.67591933570581,658.3060282665128,0.0
